unix,date,symbol,open,high,low,close,vwap,Volume BCH,Volume USD,tradecount
1596067200,2020-07-30 00:00:00,BCH/USD,287.40,300.70,280.90,293.00,288.83,9432.09884167,2763604.96060931,2413
1595980800,2020-07-29 00:00:00,BCH/USD,289.70,294.30,285.60,288.20,289.67,12028.59686834,3466641.617455588,2729
1595894400,2020-07-28 00:00:00,BCH/USD,269.40,297.70,264.70,288.70,281.84,22582.71562998,6519630.002375226,5220
1595808000,2020-07-27 00:00:00,BCH/USD,248.10,275.50,247.80,269.30,261.52,25038.68799930,6742918.678211491,4580
1595721600,2020-07-26 00:00:00,BCH/USD,251.40,257.90,244.30,247.60,250.13,7244.45732406,1793727.633437256,1740
1595635200,2020-07-25 00:00:00,BCH/USD,235.90,253.90,235.50,250.50,245.44,5746.55772693,1439512.7105959652,2812
1595548800,2020-07-24 00:00:00,BCH/USD,238.70,239.20,232.80,235.50,236.06,3246.69627744,764596.97333712,2513
1595462400,2020-07-23 00:00:00,BCH/USD,239.50,243.20,235.40,238.70,238.94,6132.49411664,1463826.345641968,2758
1595376000,2020-07-22 00:00:00,BCH/USD,230.40,240.10,228.00,239.40,232.04,3391.17935687,811848.338034678,2521
1595289600,2020-07-21 00:00:00,BCH/USD,222.70,232.50,222.20,230.40,229.26,3114.87755781,717667.789319424,2349
1595203200,2020-07-20 00:00:00,BCH/USD,228.10,228.50,221.00,222.70,224.97,2481.81646860,552700.52755722,2003
1595116800,2020-07-19 00:00:00,BCH/USD,224.50,228.90,220.40,228.30,224.05,2433.94777944,555670.278046152,1558
1595030400,2020-07-18 00:00:00,BCH/USD,222.50,226.50,222.20,224.60,224.20,1573.62760483,353436.760044818,1346
1594944000,2020-07-17 00:00:00,BCH/USD,224.10,225.10,221.60,222.80,223.15,1877.90694660,418397.66770248004,1290
1594857600,2020-07-16 00:00:00,BCH/USD,227.30,228.00,217.00,224.20,222.21,3324.74771879,745408.4385527179,2100
1594771200,2020-07-15 00:00:00,BCH/USD,230.00,231.00,225.90,227.30,228.27,3237.42796666,735867.3768218181,2000
1594684800,2020-07-14 00:00:00,BCH/USD,231.80,231.80,226.40,229.90,229.37,2818.70635437,648020.590869663,2466
1594598400,2020-07-13 00:00:00,BCH/USD,237.40,237.70,224.30,231.80,232.86,4796.17487259,1111753.335466362,3147
1594512000,2020-07-12 00:00:00,BCH/USD,236.60,239.20,232.30,237.40,236.35,3143.21499211,746199.239126914,2303
1594425600,2020-07-11 00:00:00,BCH/USD,238.20,239.10,234.80,236.60,236.93,2385.97375689,564521.390880174,1629
1594339200,2020-07-10 00:00:00,BCH/USD,237.90,239.70,232.70,238.30,236.53,3343.70825621,796805.6774548431,1783
1594252800,2020-07-09 00:00:00,BCH/USD,243.20,245.40,233.10,238.00,239.20,4634.90810607,1103108.12924466,2600
1594166400,2020-07-08 00:00:00,BCH/USD,237.60,245.90,236.00,243.20,242.63,3292.24367504,800673.6617697281,2267
1594080000,2020-07-07 00:00:00,BCH/USD,242.30,244.20,234.80,237.70,238.24,3055.92789996,726394.061820492,1893
1593993600,2020-07-06 00:00:00,BCH/USD,222.60,243.20,222.10,242.60,233.39,4231.40706851,1026539.3548205259,2119
1593907200,2020-07-05 00:00:00,BCH/USD,225.40,225.80,215.80,222.60,221.10,2490.29182078,554338.959305628,1262
